"","SRR3051740","SRR3051741","SRR3051742","SRR3051743","SRR3051744","SRR3051745","SRR3051752","SRR3051753","SRR3051754","SRR3051755","SRR3051756","SRR3051757","SRR7054176","SRR7054177","SRR7054178","SRR7054179","SRR7054180","SRR7054181","SRR7054182","SRR7054183"
"Os01g0116200",2.49016261433925,3.51931258644891,2.59699470701579,2.51438645174343,5.51562656812552,4.67221354085744,4.12351535499298,3.92041850802318,4.25663154275168,4.87956838896973,4.03228998607405,3.954595134795,2.30489968531807,1.49626474458065,3.59244703685249,0,0.458496250072116,0.458496250072116,0.490689059560852,0.1
"Os01g0116900",10.3306091783216,10.3112296317222,10.7172464162874,10.6266378024953,10.745973792286,10.5876004223309,10.5352561433836,10.5357676792337,10.6216648079566,10.3612373427135,10.0184463348192,10.4907413153449,5.6726937654322,5.42527467168704,5.9241388356904,6.43763522821847,8.23429005230468,8.53114152338599,8.32030545696189,8.19377141094012
"Os01g0116800",7.87594157238137,8.04815455700713,8.83717718129944,8.33054957066181,8.27250235730859,8.68369125611546,8.7098026648767,8.53775894028068,8.61453168227592,10.38082758267,10.48362654333,8.79846849852034,0.949051602918051,0.671424551766612,2.36862644561386,1.20859414493289,1.63844710179757,2.6180678954377,2.3610262909416,2.6572469185701
"Os01g0117500",4.23460007806777,4.6992163673234,4.76129456984913,4.53158640344571,4.6288543194017,4.20116591429259,4.12351535499298,4.03228998607405,4.25663154275168,5.4175607676093,5.19797142187168,4.61491296572394,0.949051602918051,0.671424551766612,1.22044610479794,0.833985000288463,2.41007084979422,2.34457143254896,1.02053581668021,1.99158515496072
"Os01g0117600",0,0,0,0,0,0,0,0,0,0,0,0,6.11608309440628,5.90732542569494,6.75667849191414,6.21883523075073,6.41876519275762,7.0854041313299,7.20981816500698,7.1543509218633
"Os01g0117700",5.99098435999543,6.83503443596593,7.17885952209256,6.38151026931174,6.55856053606699,6.62404142912616,6.21654552365382,5.84041634800405,6.33534082795494,7.43159775566009,7.54333208797105,6.8784513122336,4.79965069060356,4.66153296882545,5.3759684199336,5.7475202428993,4.61758626696669,5.08167856764356,4.2719377430505,4.53390946116124
"Os01g0117800",7.4358988879852,7.63842618018476,8.13152798661264,7.80383860380033,7.65290592778215,7.51292228299796,7.53801348369657,7.72051498623596,7.68603717804905,7.51677720596719,7.58593215547893,8.04687193089312,6.60502398768424,5.93295286701286,6.88260222843509,7.52550546707454,7.72182010084642,7.93753421190186,7.57548880960462,7.55173300862369
"Os01g0118300",4.14159613871746,3.51931258644891,4.52747512135321,3.64160850053875,3.75825665744674,4.81362018669761,4.45448318877613,3.60044060369141,3.99728318411678,6.75541092174629,6.42037569374719,4.26046285717411,8.54553619106526,8.60691950155426,9.18762232036994,9.19149016307647,9.54636421737512,9.47386016775383,9.50199648732483,9.66382926328349
"Os01g0118600",4.05841910866475,4.53487772740459,4.44696114429239,4.23704555809182,3.75825665744674,4.5917614903878,5.32946110957734,5.17161420112072,5.55963598056052,4.08959745693957,4.03228998607405,4.26046285717411,6.48080477627193,6.21854494966667,6.55151117441798,5.89886668013909,5.27793350812314,5.1068888738067,5.45138740559933,5.49519228817021
"Os01g0118700",7.09659073287907,6.74059368754546,6.91670386748229,7.17062228319881,7.35749388180068,7.39287865397345,7.39639440929957,7.48375916586163,7.38631328027208,7.5403299192038,6.95242622270554,7.19065882567686,9.92765994324443,9.85781946398535,9.33399715580974,9.42227439136255,7.90225546697624,7.8971346961677,8.13945989593101,8.04337662342916
"Os01g0119700",0,0,0,0,0,0,0,2.49016261433925,1.97548875021635,0,2.5380625154213,0,3.75676929027704,4.23704555809182,4.61491296572394,4.45448318877613,5.57447953067093,5.65554238259037,4.87158303131371,5.40071401646993
"Os01g0120500",11.4904863127264,11.2971430648576,11.2044409186614,11.8282018863407,11.7354473535424,11.4995287810142,11.7565377100248,11.6364598145909,11.7058858923978,10.9388891421869,10.6657292336617,11.32278865187,8.20923178947964,8.36536844165876,7.71082564837601,7.60437102093606,7.62923797170703,7.31535654109319,7.5296710075863,7.62463160887742
"Os01g0120600",7.52144470981394,7.52715837570712,7.91880721385214,7.69194448324044,7.76131728456705,7.61704637663548,7.54849116952835,7.5942042979779,7.63607199877878,7.72842464935988,8.62677867613847,7.64762942368295,7.28144929221733,7.67348935648097,7.22610666642496,7.35632421769729,7.94714448243244,8.20923178947964,8.06977405354952,8.08975731197451
"Os01g0120700",10.5650336174227,10.475735667213,10.5374755603471,10.5267343955921,10.5945783923235,10.5205470228892,10.5737940591923,10.8328059236674,10.7080759853076,10.7300083769112,10.7286377640087,10.616784292742,11.7169628311404,11.6415545833199,11.7800622885555,11.8857246409482,10.8661880007339,10.8944863230152,10.977044841267,10.8473117757362
"Os01g0121300",10.4883912539536,10.7994235760637,10.8766249102041,10.0443819011121,10.1906831392466,10.370337455915,9.91623935237515,10.0981207338994,10.243634170709,10.0259192357536,10.2483424358951,10.6254299680147,11.1549411469309,11.2502531874356,11.4871493931207,11.4476479262867,11.6904893879474,11.6897268722439,11.7540040605953,11.75256754501
"Os01g0121600",11.0833354427357,11.0971965838728,10.9567914144567,11.3850862830293,11.3163227488458,11.1619884939022,11.5208490162431,11.4383201391928,11.3788999028851,11.0461974653139,10.9693574842092,11.21666992367,11.043846790472,10.9971893003355,10.6529456476504,10.6157078213583,10.5193174639333,10.542435142381,10.596342192312,10.5650336174227
"Os01g0121700",11.0833354427357,11.0971965838728,10.9567914144567,11.3850862830293,11.3163227488458,11.1619884939022,11.5208490162431,11.4383201391928,11.3788999028851,11.0461974653139,10.9693574842092,11.21666992367,11.043846790472,10.9971893003355,10.6529456476504,10.6157078213583,10.5193174639333,10.542435142381,10.596342192312,10.5650336174227
"Os01g0121900",1.94010057071387,3.10264903991445,2.59699470701579,1.84833498836768,2.58555712689366,2.47527625813925,2.7228125397009,0,0,0,0,0,3.26985723497607,1.90619697545824,4.23704555809182,2.67760876070082,5.1251559249307,4.95353809262544,4.7714391673899,4.62131506363728
"Os01g0121950",1.94010057071387,3.10264903991445,2.59699470701579,1.84833498836768,2.58555712689366,2.47527625813925,2.7228125397009,0,0,0,0,0,3.26985723497607,1.90619697545824,4.23704555809182,2.67760876070082,5.1251559249307,4.95353809262544,4.7714391673899,4.62131506363728
"Os01g0123900",12.1469185000913,11.7978260445582,11.1836620824723,10.4002055762081,10.6316922373632,10.8806735265414,10.9952820717275,10.843738151592,10.1961462334921,9.64138034379275,8.89007329242194,8.77688717263495,6.62739249659749,7.18373558129263,5.8860965324441,5.51170062016898,9.36029976236461,9.54390680149271,10.162575031003,10.0873374782421
"Os01g0125600",6.94828788592197,7.18373558129263,7.67505431859506,6.8383631566663,6.83636503792497,7.10143817777827,7.1560039473008,7.39315293191898,6.95139622249238,6.9252076193655,7.24921670812956,7.52413233449107,8.91309762483259,9.15996256893381,9.46429093536333,9.4615191085324,10.3009538223814,10.3377523024956,10.2875541470541,10.310251921994
"Os01g0125800",9.34623582568604,9.24060222162869,9.10391944161605,9.72070527200646,9.5774946677931,9.37917365932086,9.84528029403634,9.88023831150374,9.85312836649431,9.32429375218706,9.281229645255,9.3623684204533,11.0492453908358,11.0387079990697,10.9736741262268,10.8328059236674,11.0127982101367,10.9468069166272,10.8898182360138,10.9531638541509
"Os01g0127300",10.135346373746,10.5158228917705,10.5896654198199,10.4930264611932,10.5959484248678,10.3897320626975,10.0998748046772,10.248684010102,10.1629764654271,10.1911671498229,10.3975903836131,10.4434252821289,8.7581420048063,8.45605881454339,8.88496943068115,8.88982172703935,9.60748163956828,9.52796226448324,9.5095004194605,9.47429591466674
"Os01g0127700",8.98038274410663,8.36856278462091,9.04070485424017,8.05620799868221,7.94385979752205,8.86900083633918,7.91438282038358,8.42955482432632,8.36856278462091,10.0173989511065,9.76241477831397,9.33637217093523,9.14566323660694,9.23466247295571,8.89965092300422,9.044230401016,8.74435907289055,8.78997046225346,8.7843456697914,8.55267342060631
"Os01g0128000",1.94010057071387,2.47527625813925,2.1024614331714,0,3.28595363972044,0,2.7228125397009,3.92041850802318,0,2.59699470701579,0,0,6.55868384345554,6.62929684528646,6.52404326271271,6.40422883064655,4.88716791043387,5.1068888738067,4.83260719437452,4.88582251676069
"Os01g0129500",7.00302990676776,7.05835021657544,7.32677247035499,5.70527571617468,5.75106837668837,5.54023389833322,5.49461750622832,5.9646647234241,5.41627785572199,6.86214525154158,7.08474536189251,6.99130175425399,8.73708684684589,8.61996063838951,8.09591589772645,7.38707162982507,8.45699234827335,8.63473729811065,8.74695228160007,8.76418117694726
"Os01g0130000",10.012334813044,10.1307662833939,9.69250257246804,10.0430888711846,9.91151602003447,9.76487374341882,9.7536400236513,9.84098802662095,9.98754166597018,9.61683273656366,9.68688829093959,9.96555600544892,12.332900635957,12.248946769852,12.3571174887631,12.2229780736668,11.0773091825564,11.0940743200981,11.0560648055536,11.0502426146359
"Os01g0131600",12.2700289758844,12.5296044789758,12.7213709461149,12.3701308307072,12.6702149904329,12.5092787356297,12.0498709656334,12.3120098236873,12.2437477585911,12.712197901761,12.9881175845657,12.9300500818886,13.1067191347508,13.1049011643744,12.1639980300368,12.1681830306082,13.2623986333298,13.3131387149177,13.4601836909517,13.4408589134037
"Os01g0132766",7.68710637655518,7.9046684114057,8.64891676865891,7.49973505082822,7.74097865226975,7.9941459826216,7.17763647628767,7.53007196416188,7.43428330967756,7.4907268836892,7.09860217950359,7.84211499761248,3.65810463633269,4.66153296882545,4.32451743607944,4.87158303131371,5.07427195726354,5.42305496571911,5.11040834020126,4.93135579969247
"Os01g0133500",9.64261436813581,9.36233043479838,9.34135660422286,10.3417643971673,9.88402157604711,9.57411574864567,10.7198774227325,10.4637335881218,10.6216648079566,9.18472767683205,8.88689947837421,9.05342594933852,11.2068965622772,11.2388448689745,11.0335902360272,11.138077123545,10.3701957366767,10.2547366853294,10.2694836660801,10.157243435862
"Os01g0136000",3.9668873589414,4.29689751690926,3.51931258644891,5.04442199485962,4.53390946116124,3.77716691160306,5.71546177052386,5.53138219905075,5.00793064172369,3.77716691160306,3.2413642215348,4.10740739216674,5.73959490906558,4.88661088255361,5.13264284535548,5.55963598056052,0.833985000288463,3.06383697181693,2.83476013143658,2.35479495821592
"Os01g0136100",3.87761498623456,4.99369822826104,4.36268757887904,5.73959490906558,5.2088539555337,4.81362018669761,6.70435179100773,6.2631465778994,6.31352072723836,3.77716691160306,2.5380625154213,4.61491296572394,11.7658139629369,11.7044477163554,11.2522504667821,11.1604500267698,6.645225801886,6.771502624124,6.46092230809076,6.34901445798785
"Os01g0136200",4.46930790654482,2.47527625813925,3.65327877926382,4.83626607999654,4.05841910866475,4.06614796052019,5.98515490589352,5.66728129654995,5.62836252290365,3.77716691160306,5.25275648598956,5.04442199485962,8.79298808850819,8.88783535346305,8.75189714446511,8.40179691315778,6.70029017484827,6.79959623046866,6.63586918199851,6.9679065511305
"Os01g0136300",5.78615569447469,6.20404344851233,4.70353204850137,5.16228428922376,4.53390946116124,5.23531049385335,4.69174109431323,5.53138219905075,4.13315229311699,5.51505632996191,5.7802042612079,6.21097170620209,4.85342371610944,4.35231231765816,5.00793064172369,4.35231231765816,6.48593428013579,6.40197226618182,6.98102176090285,6.85560095831639
"Os01g0136501",2.49016261433925,2.47527625813925,2.1024614331714,2.51438645174343,0,1.65919897676151,2.7228125397009,2.49016261433925,0,4.70634862137161,5.13857794206826,2.6748863714997,2.61309111176016,2.23683554883411,2.61309111176016,2.57196611067693,2.88408818107861,3.46272802268036,2.67760876070082,2.76311016633369
"Os01g0136700",5.71346098658147,6.27776182814214,7.10332588248976,5.78256954694682,5.75106837668837,5.78256954694682,6.31987994077343,6.34006853154755,6.33534082795494,7.43159775566009,7.55279354737378,6.58313018426858,0,0.490689059560852,0,0,0,0,0.258496250072116,0.616992500144231
"Os01g0136900",7.53207838831375,7.71263504818658,8.63249572920639,7.17062228319881,7.25559444123736,7.87594157238137,6.31987994077343,6.77099817707556,7.49091043307273,9.03018956266163,8.97108825876105,8.49677215516286,4.05841910866475,3.15600751502169,5.68132574064508,5.24824955478752,5.08219566485464,5.42305496571911,4.79906183221474,5.08219566485464
"Os01g0137700",5.95695331531677,6.20404344851233,7.0854041313299,6.1854969216927,5.91723332614157,6.27354262815121,6.52512801626768,6.24191545548133,6.5196709086615,7.28857731187716,7.20184499357397,7.11644004380456,1.08307129171502,1.49626474458065,1.22044610479794,1.82250825390953,2.35479495821592,2.11855783791576,2.62581817451803,2.79493250683798
"Os01g0137950",8.68861415321112,8.99490431090306,9.11962055589996,8.18769444083814,8.34044501149241,8.64065198227001,8.30465800712437,8.1375065257797,8.44394617679166,9.15818889639784,9.21338176955136,9.02151520883738,2.7924441149992,1.07772553151919,3.06383697181693,3.92462172126261,3.77716691160306,4.50333415153593,3.77716691160306,2.95541879157247
"Os01g0138300",10.1116678330942,10.2216326890916,10.3444111263983,9.56173689014791,9.73260222303851,9.83542949242023,9.61292068273296,9.58758665733748,9.59129685836245,10.6139948755123,10.6053494652097,10.4761056235351,5.47009401854166,5.1960644443647,6.40296113127006,5.78922676194544,5.02898197662853,4.69174109431323,4.57103404980155,4.77609463760947
"Os01g0138500",7.75821617658329,8.15259876159088,8.23444652706647,8.31496629607186,8.54183667558329,7.74223540491286,9.30903457311789,9.35486081821735,9.20421813360218,7.5403299192038,7.95316925104757,9.16749978897789,8.23381226408492,8.2662754945714,8.69346451165785,8.45050649919015,5.31581048835247,4.76277238590965,5.01011744700596,4.93135579969247
"Os01g0138900",12.3701308307072,12.6114240743182,12.1408832931093,11.5103851081299,11.7029744653599,11.7636672367999,11.5199314791709,11.4012456339439,11.3719211408076,10.794805749863,10.7298052202005,11.6929694927321,9.21850022166779,9.33184518711498,9.70080546990531,9.56128416069359,10.3815213413454,10.3276494834497,10.2943697847563,10.3723146558558
"Os01g0139200",10.4618069976389,10.5571272232655,11.6293593363711,10.6965587948749,10.6243447744459,10.8243438568328,10.6251370345747,10.7607086618953,10.8363567237895,11.2067387742338,11.2823984279663,10.9468069166272,11.11601939022,11.1130913195804,10.2477219055902,10.348167827765,12.2048252965888,12.2411155152164,12.3310817633359,12.3282123650556
"Os01g0139600",4.53390946116124,4.21236572964454,2.81400825647264,3.82477658806504,4.05841910866475,4.41749366780112,4.12351535499298,4.76277238590965,4.79906183221474,3.60044060369141,3.69589248258483,3.49903633234604,7.23582213096055,7.63217161734096,8.77578664468349,8.75787863448501,3.86795050476495,3.68274076229314,3.12238624792312,3.60206167757603
