Protei,ProteinB,co_expression
Os02g0595500,Os05g0331200,0.0286
Os02g0595500,Os05g0568100,-0.2211
Os02g0595500,Os06g0167100,0.6114
Os11g0155900,Os04g0195000,-0.042
Os05g0438700,Os04g0195000,-0.1354
Os06g0159450,Os04g0195000,-0.1474
Os06g0160100,Os04g0195000,-0.2081
Os07g0164100,Os09g0261300,-0.3592
Os07g0164100,Os12g0535900,0.1824
Os07g0164100,Os05g0368300,0.1262
Os07g0164100,Os12g0600100,0.3647
Os11g0620100,Os02g0229000,0.3291
Os11g0620100,Os06g0555400,0.3072
Os11g0620100,Os03g0292200,0.0024
Os11g0620100,Os01g0743300,0.0799
Os11g0620100,Os05g0209100,-0.1008
Os11g0620100,Os11g0309000,0.0066
Os11g0620100,Os03g0290500,0.2073
Os11g0620100,Os02g0196000,0.1412
Os11g0620100,Os05g0110500,0.202
Os11g0620100,Os08g0509500,-0.126
Os11g0620100,Os03g0748200,0.3405
Os11g0620100,Os10g0411700,0.4556
Os03g0681700,Os12g0623500,-0.1186
Os03g0681700,Os03g0654400,-0.2874
Os03g0681700,Os10g0437100,-0.2984
Os03g0681700,Os07g0405100,0.6538
Os03g0681700,Os01g0886600,-0.053
Os03g0681700,Os02g0149800,-0.0236
Os03g0681700,Os03g0760700,0.6082
Os03g0681700,Os07g0300900,0.4056
Os03g0681700,Os02g0196900,0.0723
Os03g0681700,Os03g0381100,0.0747
Os03g0681700,Os12g0535900,0.6299
Os03g0681700,Os03g0254800,-0.132
Os03g0681700,Os01g0976000,0.3104
Os03g0681700,Os03g0815900,0.6834
Os03g0681700,Os03g0818400,0.6816
Os03g0681700,Os01g0834500,0.6356
Os03g0681700,Os06g0176000,0.3758
Os03g0681700,Os11g0629500,-0.0374
Os03g0681700,Os02g0478700,0.7056
Os03g0681700,Os02g0631500,-0.0685
Os03g0681700,Os10g0457600,0.3766
Os03g0681700,Os09g0505700,0.4568
Os03g0681700,Os04g0559800,0.2218
Os03g0681700,Os02g0622300,0.6034
Os03g0681700,Os04g0620400,0.2279
Os03g0681700,Os05g0592500,0.3982
Os03g0681700,Os02g0175000,-0.5464
Os03g0681700,Os04g0607600,-0.4413
Os03g0681700,Os02g0161900,0.5149
Os03g0681700,Os06g0681400,0.3428
Os03g0681700,Os01g0148000,-0.0182
Os03g0681700,Os03g0321800,0.494
Os03g0681700,Os03g0223700,0.2913
Os03g0681700,Os05g0176500,0.448
Os03g0681700,Os01g0227300,0.2503
Os03g0681700,Os02g0556400,0.2414
Os03g0681700,Os02g0608400,0.6303
Os03g0681700,Os01g0276100,0.2348
Os03g0681700,Os03g0157900,0.5006
Os03g0681700,Os05g0511500,0.3324
Os03g0681700,Os01g0764400,-0.2767
Os03g0681700,Os06g0133800,-0.1561
Os03g0681700,Os12g0502300,0.3139
Os07g0295000,Os08g0323700,0.1393
Os07g0295000,Os01g0789100,0.5623
Os07g0295000,Os11g0546100,0.0301
Os07g0295000,Os03g0186800,-0.1531
Os04g0531300,Os07g0158200,-0.0697
Os04g0531300,Os04g0519900,-0.1654
Os04g0531300,Os02g0510100,-0.2049
Os04g0531300,Os04g0388900,-0.0213
Os04g0531300,Os03g0856400,-0.2825
Os04g0531300,Os02g0478700,-0.3695
Os04g0531300,Os05g0549600,0.0868
Os04g0531300,Os08g0467400,-0.1844
Os06g0486000,Os10g0411800,-0.374
Os06g0486000,Os07g0578600,-0.3393
Os06g0486000,Os09g0373000,-0.2631
Os06g0486000,Os03g0815900,-0.2717
Os06g0486000,Os06g0191200,0.116
Os06g0486000,Os10g0155500,-0.0311
Os06g0486000,Os04g0458300,-0.1681
Os06g0486000,Os05g0383000,-0.223
Os06g0486000,Os11g0309000,0.239
Os06g0486000,Os03g0290500,-0.1272
Os06g0486000,Os02g0622300,-0.3211
Os06g0486000,Os07g0634000,0.3169
Os06g0486000,Os03g0100400,-0.1683
Os12g0143100,Os05g0446300,0.448
Os11g0145400,Os05g0446300,0.3355
Os12g0143100,Os08g0116500,0.4481
Os11g0145400,Os08g0116500,0.4594
Os12g0143100,Os06g0130000,0.0561
Os11g0145400,Os06g0130000,0.1018
Os12g0143100,Os04g0448550,0.2962
Os11g0145400,Os04g0448550,0.3493
Os12g0143100,Os08g0178300,0.1599
Os11g0145400,Os08g0178300,0.0521
Os12g0143100,Os03g0108400,0.2527
Os11g0145400,Os03g0108400,0.312
Os06g0699700,Os05g0543700,0.0179
Os06g0699700,Os02g0826500,-0.2031
Os06g0699700,Os08g0178300,-0.0483
Os06g0699700,Os02g0803400,-0.0181
Os06g0699700,Os06g0571400,-0.44
Os06g0699700,Os07g0693500,0.2375
Os06g0699700,Os05g0357700,-0.2375
Os06g0699700,Os05g0511500,-0.3483
Os01g0654300,Os04g0402100,0.4068
Os01g0654300,Os02g0489400,0.5232
Os01g0654300,Os04g0349500,0.4977
Os01g0654300,Os05g0446300,0.1671
Os01g0654300,Os03g0170600,0.4011
Os01g0654300,Os09g0521500,0.5375
Os01g0654300,Os03g0363900,0.204
Os01g0654300,Os03g0381100,0.0591
Os01g0654300,Os10g0406800,0.4779
Os01g0654300,Os02g0591900,-0.2158
Os01g0654300,Os09g0279100,0.2129
Os01g0654300,Os03g0381200,0.5273
Os01g0654300,Os12g0640800,0.122
Os01g0654300,Os04g0559800,0.4609
Os01g0654300,Os10g0189100,-0.203
Os01g0654300,Os07g0205700,-0.3244
Os01g0654300,Os03g0811300,0.1635
Os01g0654300,Os03g0783700,0.5225
Os01g0654300,Os02g0531200,-0.2004
Os01g0654300,Os01g0686800,0.5335
Os01g0654300,Os09g0482100,0.3315
Os01g0654300,Os03g0748200,0.4216
Os01g0654300,Os05g0458000,-0.1204
Os01g0654300,Os02g0644100,0.4836
Os01g0654300,Os05g0543100,0.5257
Os01g0654300,Os01g0180800,0.501
Os01g0654300,Os01g0574500,0.0991
Os08g0322600,Os10g0520600,0.0333
Os08g0322600,Os09g0375000,0.2199
Os08g0322600,Os03g0100400,0.2099
Os07g0603100,Os03g0337800,0.4981
Os07g0603100,Os08g0248900,0.5492
Os07g0603100,Os11g0284900,0.0236
Os07g0603100,Os09g0261300,-0.2679
Os07g0603100,Os04g0574600,0.644
Os07g0603100,Os04g0195000,0.134
Os07g0603100,Os05g0102900,-0.165
Os07g0603100,Os09g0297100,0.095
Os07g0603100,Os04g0684800,-0.6402
Os07g0603100,Os02g0146600,0.5107
Os07g0603100,Os06g0701100,0.5843
Os07g0603100,Os03g0667800,0.8107
Os07g0603100,Os02g0478700,0.6304
Os07g0603100,Os03g0381300,0.0514
Os07g0603100,Os11g0660500,0.1986
Os07g0603100,Os03g0108400,0.3316
Os07g0603100,Os06g0251000,0.8278
Os07g0603100,Os05g0110500,0.696
Os07g0603100,Os06g0643300,0.219
Os07g0603100,Os03g0186800,0.4091
Os07g0603100,Os08g0191000,0.0364
Os07g0603100,Os04g0485200,0.3585
Os07g0603100,Os04g0498600,-0.4733
Os07g0603100,Os05g0100366,0.19
Os07g0603100,Os01g0819900,-0.0047
Os07g0603100,Os05g0511500,0.5535
Os07g0603100,Os03g0760600,0.6014
Os02g0796300,Os07g0512200,0.4293
Os02g0796300,Os05g0446300,0.3475
Os02g0796300,Os10g0163100,-0.0843
Os02g0796300,Os06g0571400,0.3037
Os02g0796300,Os01g0134500,0.2538
Os02g0796300,Os03g0262900,0.2608
Os04g0661800,Os08g0155100,0.519
Os04g0661800,Os10g0549100,-0.1973
Os04g0661800,Os08g0484400,0.0054
Os04g0661800,Os02g0534800,0.5393
Os04g0661800,Os09g0261300,-0.024
Os04g0661800,Os07g0300900,0.2625
Os04g0661800,Os03g0381100,0.1285
Os04g0661800,Os06g0274100,0.2497
Os04g0661800,Os09g0297100,0.2241
Os04g0661800,Os04g0684800,-0.3656
Os04g0661800,Os09g0364000,0.3907
Os04g0661800,Os03g0722500,-0.0497
Os04g0661800,Os03g0367800,0.5463
Os04g0661800,Os01g0749900,-0.067
Os04g0661800,Os06g0187100,0.1913
Os04g0661800,Os01g0836400,0.1473
Os01g0266800,Os05g0463800,-0.157
Os01g0266800,Os01g0834400,-0.1811
Os01g0266800,Os01g0960300,0.1949
Os01g0266800,Os05g0368300,-0.3103
Os01g0266800,Os02g0105200,-0.2401
Os01g0266800,Os04g0482700,-0.3119
Os01g0266800,Os05g0301700,-0.1759
Os01g0266800,Os07g0659100,-0.2239
Os01g0266800,Os02g0612300,-0.0928
Os01g0266800,Os01g0527700,-0.1758
Os01g0266800,Os07g0622100,-0.1421
Os01g0266800,Os01g0271500,-0.2817
Os05g0274200,Os12g0556600,0.4966
Os05g0274200,Os01g0815800,0.2077
Os05g0274200,Os07g0224000,0.3185
Os05g0274200,Os09g0515100,0.4995
Os05g0274200,Os02g0478700,0.2281
Os05g0274200,Os04g0224900,-0.3038
Os05g0274200,Os09g0359900,0.6538
Os05g0274200,Os05g0592500,0.3233
Os05g0274200,Os02g0803400,-0.3521
Os05g0274200,Os07g0693500,-0.0883
Os05g0274200,Os12g0600100,0.3199
Os05g0274200,Os02g0217800,0.481
Os05g0274200,Os05g0100366,0.017
Os05g0274200,Os06g0667100,0.1738
Os05g0274200,Os11g0707700,0.0703
Os08g0377400,Os12g0613500,-0.0956
Os06g0588800,Os03g0337800,-0.2966
Os06g0588800,Os09g0240500,0.1686
Os06g0588800,Os04g0563700,-0.2068
Os06g0588800,Os03g0170600,-0.11
Os06g0588800,Os02g0661000,-0.001
Os06g0588800,Os04g0574600,-0.14
Os06g0588800,Os11g0153800,-0.3621
Os06g0588800,Os09g0515100,-0.1824
Os06g0588800,Os01g0266500,0.0136
Os06g0588800,Os12g0236500,-0.1415
Os06g0588800,Os05g0420600,-0.2482
Os06g0588800,Os06g0728800,-0.3368
Os06g0588800,Os10g0467200,-0.0872
Os06g0588800,Os01g0180800,-0.3015
Os03g0854300,Os04g0394200,0.419
Os03g0854300,Os04g0555900,0.056
Os03g0854300,Os12g0613500,0.7288
Os03g0129200,Os11g0309000,0.1367
Os03g0129200,Os03g0290500,0.4657
Os03g0129200,Os10g0184300,0.3578
Os06g0116300,Os04g0195000,0.1667
Os06g0116300,Os02g0510100,-0.0964
Os06g0116300,Os04g0388900,0.2234
Os06g0116300,Os03g0360500,0.3895
Os06g0116300,Os02g0478700,0.2579
Os06g0116300,Os01g0862300,0.6249
Os06g0116300,Os06g0571400,0.159
Os06g0116300,Os03g0827600,0.3478
Os06g0116300,Os09g0568400,-0.0836
Os06g0116300,Os03g0234200,-0.0703
Os06g0116300,Os08g0152000,-0.0584
Os06g0116300,Os06g0681400,-0.1434
Os06g0116300,Os01g0134500,-0.0615
Os06g0116300,Os06g0728800,0.2662
Os06g0116300,Os06g0182300,0.0488
Os06g0116300,Os01g0227300,-0.0703
Os06g0116300,Os03g0748400,0.0847
Os03g0743400,Os05g0518600,-0.2119
Os03g0743400,Os07g0563800,0.1448
Os03g0743400,Os04g0620400,0.1231
Os03g0743400,Os05g0592500,0.2903
Os03g0743400,Os02g0666800,0.4017
Os03g0743400,Os04g0594000,0.057
Os03g0743400,Os11g0127900,0.6475
Os03g0743400,Os12g0124200,0.6814
Os03g0743400,Os06g0187100,0.0031
Os08g0154600,Os01g0862300,0.4782
Os08g0154600,Os11g0309000,-0.1877
Os08g0154600,Os03g0290500,0.3783
Os08g0154600,Os01g0134500,0.1916
Os08g0154600,Os01g0773000,0.0229
Os08g0154600,Os12g0502300,0.2963
Os05g0100366,Os07g0158200,0.0783
Os05g0100366,Os01g0687500,-0.2976
Os05g0100366,Os05g0446300,0.3713
Os05g0100366,Os05g0160100,0.4228
Os05g0100366,Os05g0553800,0.0912
Os05g0100366,Os03g0667800,0.1079
Os05g0100366,Os02g0819300,0.3293
Os05g0100366,Os01g0134500,0.2899
Os05g0100366,Os07g0617800,0.2185
Os05g0100366,Os03g0186800,0.1101
Os05g0100366,Os07g0693500,-0.3728
Os05g0100366,Os10g0467200,0.11
Os05g0100366,Os07g0495900,0.693
Os05g0100366,Os07g0100200,0.1279
Os05g0100366,Os11g0708500,-0.1635
Os05g0100366,Os02g0592300,0.1498
Os05g0100366,Os10g0495300,-0.0558
Os05g0100366,Os06g0133800,0.102
Os10g0437200,Os03g0831100,0.8007
Os10g0437200,Os07g0301200,0.5419
Os10g0437200,Os02g0478700,0.3876
Os10g0437200,Os03g0343700,0.7764
Os01g0769200,Os10g0521000,0.1422
Os01g0794800,Os10g0521000,-0.1498
Os03g0143100,Os10g0521000,-0.1132
Os01g0769200,Os07g0641200,0.7117
Os01g0769200,Os01g0808400,-0.0397
Os01g0769200,Os12g0230200,0.0093
Os01g0794800,Os07g0641200,-0.2418
Os01g0794800,Os01g0808400,0.0345
Os01g0794800,Os12g0230200,0.0491
Os03g0143100,Os07g0641200,0.1408
Os03g0143100,Os01g0808400,0.1734
Os03g0143100,Os12g0230200,0.0646
Os01g0769200,Os03g0856400,0.2508
Os01g0794800,Os03g0856400,-0.2957
Os03g0143100,Os03g0856400,-0.315
Os01g0769200,Os03g0815900,0.4395
Os01g0794800,Os03g0815900,-0.3751
Os03g0143100,Os03g0815900,-0.2341
Os01g0769200,Os09g0515100,0.4858
Os01g0794800,Os09g0515100,-0.4547
Os03g0143100,Os09g0515100,-0.0635
Os02g0644100,Os10g0406800,0.4392
Os02g0644100,Os07g0114400,0.5668
Os02g0644100,Os07g0408700,0.5716
Os01g0777300,Os02g0739600,-0.2829
Os01g0777300,Os03g0683833,0.1091
Os01g0777300,Os03g0370000,0.0579
Os01g0777300,Os02g0717800,-0.0802
Os01g0777300,Os11g0620100,-0.347
Os01g0777300,Os07g0295000,0.1481
Os01g0777300,Os04g0482700,0.2104
Os01g0777300,Os12g0143100,-0.3333
Os01g0777300,Os11g0145400,-0.4449
Os01g0254900,Os08g0248900,0.36
Os01g0254900,Os06g0136500,0.1442
Os01g0254900,Os04g0559800,-0.2237
Os01g0254900,Os01g0148000,0.132
Os10g0564900,Os04g0338000,0.0876
Os10g0564900,Os04g0339400,-0.1279
Os10g0564900,Os04g0574600,0.3429
Os10g0564900,Os02g0622300,0.693
Os02g0114700,Os12g0628500,0.5723
Os02g0114700,Os10g0410600,0.4884
Os02g0114700,Os02g0149800,-0.2326
Os02g0114700,Os01g0862300,0.5899
Os02g0114700,Os01g0134500,0.2551
Os02g0114700,Os02g0246300,0.5705
Os02g0114700,Os07g0693500,-0.2686
Os02g0114700,Os01g0527700,0.1627
Os02g0114700,Os02g0551100,-0.0078
Os05g0301700,Os12g0556600,0.2847
Os05g0301700,Os08g0412600,0.359
Os05g0301700,Os07g0134800,0.2087
Os05g0301700,Os06g0643300,0.5638
Os05g0301700,Os03g0186800,0.2963
Os05g0301700,Os08g0407000,-0.4596
Os05g0301700,Os06g0486000,-0.1933
Os05g0301700,Os05g0557000,0.677
Os02g0688500,Os04g0402100,0.194
Os02g0688500,Os09g0567700,0.3439
Os02g0688500,Os11g0309000,-0.3305
Os02g0688500,Os03g0290500,0.1204
Os02g0688500,Os07g0206700,0.5066
Os09g0515800,Os04g0574600,0.1851
Os09g0515800,Os08g0178300,0.3885
Os09g0515800,Os03g0815900,0.5079
Os09g0515800,Os02g0478700,0.5819
Os09g0515800,Os06g0571400,0.5432
Os09g0515800,Os05g0110500,0.1793
Os09g0515800,Os01g0134500,0.2273
Os09g0515800,Os03g0748400,0.363
Os09g0515800,Os03g0209400,0.6218
Os09g0515800,Os12g0588900,0.4391
Os09g0515800,Os11g0525800,0.3567
Os03g0565100,Os05g0368300,0.6756
Os03g0565100,Os04g0559800,0.1805
Os03g0565100,Os01g0862300,0.2837
Os03g0565100,Os02g0802400,-0.0819
Os03g0565100,Os06g0571400,0.6234
Os03g0565100,Os04g0645600,0.0774
Os03g0565100,Os03g0648400,0.3383
Os04g0397000,Os05g0518600,0.1092
Os04g0397000,Os08g0248900,0.8728
Os04g0397000,Os03g0216600,0.8544
Os04g0397000,Os03g0715500,0.4227
Os04g0397000,Os02g0149800,-0.0113
Os04g0397000,Os04g0195000,0.4952
Os04g0397000,Os03g0363900,0.2131
Os04g0397000,Os01g0925000,0.1832
Os04g0397000,Os09g0246200,-0.0411
Os04g0397000,Os04g0503700,0.4574
Os04g0397000,Os02g0265400,0.6415
Os04g0397000,Os12g0640800,0.2985
Os04g0397000,Os03g0801600,0.7257
Os04g0397000,Os04g0559800,0.1651
Os04g0397000,Os12g0500700,0.3719
Os04g0397000,Os01g0195500,0.6833
Os04g0397000,Os04g0644800,0.3546
Os04g0397000,Os02g0680400,0.4292
Os04g0397000,Os03g0108400,0.5611
Os04g0397000,Os01g0134500,0.4968
Os04g0397000,Os03g0186800,0.4612
Os04g0397000,Os02g0246300,0.5008
Os04g0397000,Os03g0262900,0.6715
Os04g0397000,Os01g0749900,0.2291
Os04g0397000,Os01g0686800,0.8963
Os04g0397000,Os03g0648400,0.4377
Os04g0397000,Os07g0164100,0.122
Os04g0397000,Os04g0544900,0.4222
Os04g0397000,Os06g0116300,0.2814
Os04g0397000,Os07g0164500,0.4965
Os04g0492300,Os03g0725400,0.6513
Os04g0492300,Os04g0550400,0.2763
Os04g0492300,Os02g0510100,0.1705
Os04g0492300,Os04g0388900,0.4563
Os04g0492300,Os07g0300900,0.305
Os04g0492300,Os04g0448550,-0.5227
Os04g0492300,Os12g0535900,0.3009
Os04g0492300,Os08g0178300,0.5347
Os04g0492300,Os12g0188900,0.273
Os04g0492300,Os05g0223300,0.3922
Os04g0492300,Os02g0161900,0.0017
Os04g0492300,Os06g0681400,-0.1031
Os04g0492300,Os03g0780800,0.2571
Os04g0492300,Os03g0628900,0.4702
Os04g0492300,Os08g0177700,0.5131
Os04g0492300,Os03g0748200,0.2811
Os04g0492300,Os03g0648400,0.3206
Os04g0492300,Os06g0588800,-0.1119
Os04g0492300,Os05g0100366,0.3829
Os04g0492300,Os02g0511500,0.4922
Os04g0492300,Os08g0422200,0.1808
Os04g0492300,Os03g0742400,-0.2886
Os04g0492300,Os02g0234800,0.7029
Os04g0492300,Os06g0187100,0.2566
Os04g0492300,Os05g0219800,0.433
Os04g0492300,Os01g0836400,0.6174
Os01g0847700,Os04g0550400,0.0282
Os01g0847700,Os04g0574600,-0.2382
Os01g0847700,Os01g0134500,0.0347
Os01g0847700,Os05g0176500,-0.1361
Os01g0847700,Os03g0195200,-0.1509
Os12g0579000,Os12g0485000,0.0649
Os12g0579000,Os02g0608400,0.383
Os01g0276100,Os05g0573200,0.1468
Os01g0276100,Os01g0654500,0.4707
Os01g0276100,Os07g0694800,-0.2096
Os01g0276100,Os03g0786700,0.2936
Os01g0276100,Os03g0363900,0.2319
Os01g0276100,Os03g0381100,-0.1947
Os01g0276100,Os03g0856400,0.529
Os01g0276100,Os02g0265400,0.3425
Os01g0276100,Os01g0743500,-0.1083
Os01g0276100,Os02g0717900,0.3904
Os01g0276100,Os08g0407000,-0.3858
Os01g0276100,Os02g0608400,0.1373
Os01g0276100,Os10g0184300,0.5309
Os01g0276100,Os05g0568100,-0.1296
Os02g0580100,Os10g0457600,0.32
Os02g0580100,Os02g0666800,0.18
Os02g0580100,Os08g0322600,0.1763
Os02g0580100,Os02g0612300,0.3794
Os02g0804100,Os03g0281466,0.2
Os02g0804100,Os07g0123700,-0.1067
Os03g0157900,Os03g0286900,0.0612
Os03g0157900,Os06g0567200,-0.0724
Os03g0157900,Os11g0309000,-0.2799
Os03g0157900,Os03g0290500,0.1884
Os03g0157900,Os12g0489100,0.3664
Os07g0202100,Os03g0810600,0.7809
Os07g0202100,Os01g0925000,0.3427
Os07g0202100,Os03g0254800,-0.2291
Os07g0202100,Os12g0183300,0.0903
Os07g0202100,Os08g0154600,0.6114
Os07g0202100,Os07g0164500,0.4891
Os07g0202100,Os02g0234800,0.711
Os04g0429800,Os02g0478700,-0.2278
Os04g0429800,Os05g0553800,-0.2934
Os04g0429800,Os09g0543400,0.1518
Os01g0510100,Os11g0105400,0.2387
Os06g0473200,Os11g0105400,0.027
Os01g0510100,Os06g0695800,0.1955
Os06g0473200,Os06g0695800,-0.2568
Os01g0510100,Os01g0835000,0.0161
Os06g0473200,Os01g0835000,0.15
Os08g0338700,Os01g0177200,0.4337
Os08g0338700,Os09g0521500,0.4803
Os08g0338700,Os07g0262200,0.6606
Os08g0338700,Os06g0127200,0.5455
Os08g0338700,Os05g0368300,0.4518
Os08g0338700,Os12g0626100,0.483
Os08g0338700,Os05g0110500,0.5019
Os08g0338700,Os08g0177700,0.5348
Os08g0338700,Os03g0748200,0.4819
Os08g0338700,Os03g0704000,-0.1624
Os08g0338700,Os04g0482700,0.3953
Os08g0338700,Os06g0486000,-0.3291
Os08g0338700,Os07g0603100,0.6497
Os08g0338700,Os02g0608400,0.539
Os08g0338700,Os04g0118400,0.5279
Os08g0338700,Os05g0568100,0.153
Os08g0338700,Os04g0656100,-0.0146
Os05g0136200,Os03g0725400,-0.6232
Os05g0136200,Os09g0240500,0.6018
Os05g0136200,Os04g0195000,-0.1272
Os05g0136200,Os12g0258200,-0.0908
Os05g0136200,Os01g0976000,0.0464
Os05g0136200,Os09g0297100,0.0464
Os05g0136200,Os04g0684800,0.4583
Os05g0136200,Os07g0262200,-0.5559
Os05g0136200,Os03g0108400,-0.1931
Os05g0136200,Os03g0186800,-0.2603
Os05g0136200,Os01g0227300,0.1038
Os07g0626600,Os01g0819500,0.4981
Os07g0626600,Os03g0254800,-0.0638
Os07g0626600,Os01g0862300,0.3737
Os07g0626600,Os01g0675100,0.4565
Os07g0626600,Os03g0321800,0.1398
Os07g0626600,Os05g0393800,-0.3542
Os07g0626600,Os09g0508300,0.281
Os07g0626600,Os02g0804100,0.3077
Os07g0626600,Os01g0140500,0.3144
Os07g0626600,Os08g0177700,0.5169
Os07g0626600,Os12g0183300,-0.0523
Os07g0626600,Os03g0337900,0.1527
Os07g0626600,Os01g0764400,-0.137
Os02g0714100,Os08g0116500,0.3142
Os02g0714100,Os03g0748200,0.1698
Os11g0181700,Os02g0601800,-0.0183
Os11g0181800,Os02g0601800,-0.0902
Os11g0181700,Os02g0661000,-0.0575
Os11g0181800,Os02g0661000,-0.0798
Os11g0181700,Os01g0673600,-0.0177
Os11g0181800,Os01g0673600,-0.0381
Os11g0181700,Os03g0856400,-0.3638
Os11g0181800,Os03g0856400,-0.5016
Os11g0181700,Os09g0497400,-0.544
Os11g0181800,Os09g0497400,-0.5717
Os11g0181700,Os02g0622300,-0.3941
Os11g0181800,Os02g0622300,-0.5655
Os11g0181700,Os02g0666800,-0.0245
Os11g0181800,Os02g0666800,0.021
Os11g0181700,Os03g0232900,-0.2605
Os11g0181700,Os12g0511200,-0.0739
Os11g0181800,Os03g0232900,-0.3891
Os11g0181800,Os12g0511200,-0.0628
Os02g0217500,Os01g0925000,0.4731
Os02g0217500,Os01g0134500,0.4901
Os02g0217500,Os03g0367800,0.6268
Os02g0217500,Os01g0835000,0.3315
Os02g0217500,Os05g0100366,0.4567
Os04g0307200,Os04g0402100,0.2805
Os04g0307200,Os03g0810600,0.523
Os04g0307200,Os01g0819500,0.3017
Os04g0307200,Os08g0309300,0.3722
Os04g0307200,Os05g0446300,0.4149
Os04g0307200,Os01g0565600,-0.1912
Os04g0307200,Os06g0236900,0.4997
Os04g0307200,Os04g0429200,-3.00E-04
Os04g0307200,Os12g0485000,-0.3179
Os04g0307200,Os11g0127900,0.3236
Os04g0307200,Os12g0124200,0.3145
Os04g0307200,Os03g0174600,-0.2239
Os04g0307200,Os04g0574600,0.5272
Os04g0307200,Os04g0195000,0.2777
Os04g0307200,Os03g0363900,0.0998
Os04g0307200,Os10g0411800,0.3458
Os04g0307200,Os03g0859300,0.5357
Os04g0307200,Os09g0540900,0.4827
Os04g0307200,Os09g0246200,0.0868
Os04g0307200,Os12g0535900,0.4949
Os04g0307200,Os02g0762300,0.001
Os04g0307200,Os06g0115300,-0.2172
Os04g0307200,Os01g0763100,0.3327
Os04g0307200,Os02g0580500,0.1836
Os04g0307200,Os06g0176000,0.2038
Os04g0307200,Os04g0503700,0.2736
Os04g0307200,Os07g0262200,0.579
Os04g0307200,Os01g0973300,0.5368
Os04g0307200,Os01g0665300,0.2967
Os04g0307200,Os05g0323900,0.3798
Os04g0307200,Os02g0265400,0.2253
Os04g0307200,Os02g0478700,0.4243
Os04g0307200,Os07g0516900,0.2078
Os04g0307200,Os05g0549600,0.1187
Os04g0307200,Os01g0938900,0.54
Os04g0307200,Os03g0243300,0.1468
Os04g0307200,Os03g0801600,0.4826
Os04g0307200,Os04g0559800,0.0925
Os04g0307200,Os12g0500700,0.296
Os04g0307200,Os02g0802400,-0.0546
Os04g0307200,Os06g0251000,0.5202
Os04g0307200,Os03g0667800,0.4598
Os04g0307200,Os08g0152000,-0.0432
Os04g0307200,Os06g0233400,0.3106
Os04g0307200,Os04g0463400,-0.4183
Os04g0307200,Os06g0728800,0.294
Os04g0307200,Os06g0182300,-0.1414
Os04g0307200,Os07g0563700,0.5404
Os04g0307200,Os01g0211200,0.0154
Os04g0307200,Os01g0958900,0.3364
Os04g0307200,Os03g0628900,0.3231
Os04g0307200,Os04g0644900,0.3191
Os04g0307200,Os03g0251600,-0.0748
Os04g0307200,Os05g0274200,0.1517
Os04g0307200,Os06g0116300,0.2207
Os04g0307200,Os07g0164500,0.2205
Os04g0307200,Os02g0688500,0.4125
Os04g0307200,Os06g0593100,0.0645
Os04g0307200,Os03g0821800,0.1124
Os04g0307200,Os04g0484900,0.6737
Os04g0307200,Os03g0851000,0.4552
Os04g0307200,Os04g0656100,-0.1068
Os04g0307200,Os01g0851700,-0.1398
Os02g0199900,Os02g0684500,0.2342
Os02g0199900,Os05g0466600,0.3625
Os02g0199900,Os10g0539500,0.6498
Os02g0199900,Os05g0462700,0.1508
Os02g0199900,Os03g0427900,0.7166
Os02g0199900,Os04g0574600,0.1565
Os02g0199900,Os01g0925000,0.0917
Os02g0199900,Os02g0198600,0.7449
Os02g0199900,Os06g0183800,0.4752
Os02g0199900,Os03g0683833,-0.1158
Os02g0199900,Os01g0938900,0.7261
Os02g0199900,Os03g0243300,0.6962
Os02g0199900,Os03g0667800,0.3308
Os02g0199900,Os05g0553800,0.2861
Os02g0199900,Os11g0309000,-0.2039
Os02g0199900,Os03g0290500,0.2622
Os02g0199900,Os03g0108400,0.5392
Os02g0199900,Os06g0728800,0.2732
Os02g0199900,Os06g0182300,-0.4457
Os02g0199900,Os02g0537700,0.2257
Os02g0199900,Os04g0485200,0.3716
Os02g0199900,Os03g0748200,0.6597
Os02g0199900,Os03g0648400,0.3562
Os02g0199900,Os07g0164100,0.1028
Os02g0199900,Os12g0183300,0.1623
Os02g0199900,Os05g0100366,0.5922
Os02g0199900,Os02g0612300,0.691
Os02g0199900,Os06g0187100,-0.0812
Os02g0199900,Os05g0568100,0.039
Os02g0199900,Os05g0219800,-0.0966
Os02g0199900,Os04g0629700,0.0054
Os02g0816500,Os02g0661000,0.1431
Os02g0816500,Os06g0681400,0.2093
Os02g0816500,Os03g0666500,0.296
Os10g0495300,Os05g0518600,0.1576
Os10g0495300,Os03g0815900,-0.1512
Os10g0495300,Os05g0113300,0.1967
Os10g0495300,Os06g0571400,-0.1495
Os10g0495300,Os03g0108400,-0.2754
Os10g0495300,Os06g0643300,0.3044
Os08g0476400,Os03g0294200,0.2765
Os05g0144300,Os09g0109500,0.0128
Os05g0144300,Os04g0656100,0.0465
Os05g0150300,Os04g0507900,-0.2361
Os05g0150300,Os08g0116500,0.0802
Os05g0150300,Os05g0567500,-0.1112
Os05g0150300,Os03g0316900,0.3374
Os05g0150300,Os06g0176000,-0.0608
Os05g0150300,Os08g0493900,0.1365
Os05g0150300,Os04g0619500,0.0736
Os05g0150300,Os03g0800700,0.0544
Os05g0150300,Os07g0186000,0.2651
